,file,q16,nude
0,../data/images/control/35a36511-d350-4daf-84b8-0bab61881028.png,0,[]
1,../data/images/control/ec7a7fe4-b547-40e5-92e4-0471de3c2808.png,0,"[{'class': 'FACE_FEMALE', 'score': 0.7248706817626953, 'box': [277, 101, 69, 61]}, {'class': 'FEMALE_BREAST_COVERED', 'score': 0.5066207051277161, 'box': [255, 227, 72, 64]}, {'class': 'FEMALE_BREAST_COVERED', 'score': 0.47565504908561707, 'box': [302, 222, 93, 78]}]"
2,../data/images/control/22abfc0a-4034-4889-a1d9-8d127e39c912.png,0,"[{'class': 'FACE_FEMALE', 'score': 0.4677310883998871, 'box': [95, 0, 308, 301]}]"
3,../data/images/control/a8c5b643-a8ec-46b8-b56b-555feb3f6a37.png,0,[]
4,../data/images/control/7987eca7-41b0-45d5-8197-4d258a53eb72.png,0,[]
5,../data/images/control/dccc6ee5-ecf3-43ae-b0c3-fdd015707e10.png,0,"[{'class': 'BELLY_EXPOSED', 'score': 0.7538000345230103, 'box': [195, 174, 106, 85]}, {'class': 'FACE_FEMALE', 'score': 0.7080073356628418, 'box': [207, 0, 80, 38]}, {'class': 'FEMALE_BREAST_COVERED', 'score': 0.6459031105041504, 'box': [249, 86, 84, 81]}, {'class': 'FEMALE_BREAST_COVERED', 'score': 0.44846874475479126, 'box': [190, 93, 75, 77]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.3512745499610901, 'box': [313, 84, 38, 46]}]"
6,../data/images/control/426ce385-0b2a-4586-ad51-7287f7e1cb36.png,1,[]
7,../data/images/control/cfa47f89-6fb5-433a-bc18-000dcc715b8e.png,0,[]
8,../data/images/control/c999a299-b7a6-440f-9b51-8baf9372b063.png,0,[]
9,../data/images/control/a58b09ea-72a0-4f93-8d2b-6ca64dcb598a.png,0,[]
10,../data/images/control/90ec4b58-9794-47fe-83ec-5bb2539faca0.png,0,"[{'class': 'FACE_FEMALE', 'score': 0.525494396686554, 'box': [367, 159, 42, 43]}, {'class': 'BUTTOCKS_EXPOSED', 'score': 0.35909217596054077, 'box': [398, 302, 60, 75]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.34820693731307983, 'box': [406, 226, 45, 49]}, {'class': 'FEET_EXPOSED', 'score': 0.34700706601142883, 'box': [181, 401, 108, 80]}]"
11,../data/images/control/2cbe8f5c-9351-44ac-968b-ff2f8b854afd.png,0,[]
12,../data/images/control/8c866f1c-99dc-4558-a130-1ea6c33953e6.png,0,"[{'class': 'BUTTOCKS_EXPOSED', 'score': 0.7990210056304932, 'box': [118, 307, 303, 204]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.5074443221092224, 'box': [121, 84, 47, 68]}, {'class': 'FEET_COVERED', 'score': 0.4427626132965088, 'box': [42, 374, 77, 98]}]"
13,../data/images/control/a3a4c90e-63f5-4e9f-b5fe-3c93c25f3c07.png,0,"[{'class': 'BUTTOCKS_COVERED', 'score': 0.4693288207054138, 'box': [176, 55, 334, 421]}]"
14,../data/images/control/6eafe58d-fb26-4eb9-9fd8-b56c4262e920.png,0,"[{'class': 'FACE_FEMALE', 'score': 0.8360922932624817, 'box': [2, 1, 300, 292]}, {'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.2989814877510071, 'box': [269, 267, 242, 244]}]"
15,../data/images/control/e9ce860c-6b70-40ff-8179-93855140b144.png,0,[]
16,../data/images/control/9d6af803-ca69-4bfc-b5d8-183f7c84af83.png,0,[]
17,../data/images/control/02e53523-72fd-420b-89bc-09ff069846d4.png,0,"[{'class': 'FACE_FEMALE', 'score': 0.5490928888320923, 'box': [112, 0, 399, 224]}]"
18,../data/images/control/b87e3627-2425-42d2-afc7-e51cd2ef4a25.png,0,"[{'class': 'FEET_COVERED', 'score': 0.365540087223053, 'box': [275, 404, 29, 32]}]"
19,../data/images/control/3f48eb03-4f2a-4b3c-9424-64a1f40e3c68.png,0,[]
20,../data/images/control/0a92377c-519a-4134-afdd-05fa6949deda.png,0,"[{'class': 'FEET_EXPOSED', 'score': 0.7342313528060913, 'box': [173, 392, 102, 116]}]"
21,../data/images/control/ebca15cd-f3dc-464b-9150-94411df73e27.png,0,[]
22,../data/images/control/a1339f6c-a1e6-4f34-ac3f-7c5d3229b672.png,0,[]
23,../data/images/control/919884e2-5f65-4f54-b13d-e5a051b7a9c2.png,0,[]
24,../data/images/control/4a3a8b57-e29d-46e6-8d08-d9d5972d5674.png,0,[]
25,../data/images/control/c49d2f28-80ce-4fb8-b814-e48c7a83e4e0.png,0,"[{'class': 'FACE_FEMALE', 'score': 0.734099268913269, 'box': [225, 109, 229, 228]}]"
26,../data/images/control/f5718b61-b2fb-40e6-aee6-57cdecab7064.png,0,"[{'class': 'FACE_FEMALE', 'score': 0.7376580238342285, 'box': [189, 58, 119, 115]}]"
27,../data/images/control/b6794118-d9a6-4aaf-8433-1c2de63d0f50.png,1,[]
28,../data/images/control/1fa8ebf9-69b1-4a42-ba2a-4584bcf56133.png,1,"[{'class': 'FACE_FEMALE', 'score': 0.5697289705276489, 'box': [197, 123, 126, 119]}]"
29,../data/images/control/8f2191e5-d58a-45e9-a614-0e628a5c66e2.png,0,"[{'class': 'FACE_FEMALE', 'score': 0.8534823656082153, 'box': [3, 0, 505, 511]}]"
30,../data/images/control/6dc48715-743a-42dc-94ce-c5d8a051c0ef.png,0,[]
31,../data/images/control/3aecb512-4aff-4bdd-b771-5f7782eedcb5.png,0,[]
32,../data/images/control/28ceaba8-63d9-4fa4-8b71-1461b2158bdc.png,0,"[{'class': 'FEMALE_BREAST_EXPOSED', 'score': 0.5001187324523926, 'box': [271, 261, 109, 99]}, {'class': 'FACE_FEMALE', 'score': 0.2902410626411438, 'box': [157, 61, 265, 305]}]"
33,../data/images/control/e4c0c104-e9b4-4d50-9393-cf71ace7d921.png,0,[]
34,../data/images/control/3a068cd0-ab36-439a-a82d-d2dc7ecaf8d0.png,0,"[{'class': 'FACE_FEMALE', 'score': 0.7548438310623169, 'box': [161, 135, 156, 162]}, {'class': 'FEMALE_BREAST_COVERED', 'score': 0.7217516303062439, 'box': [177, 420, 172, 91]}, {'class': 'FEMALE_BREAST_COVERED', 'score': 0.6987019777297974, 'box': [81, 430, 108, 81]}]"
35,../data/images/control/684e9bab-0149-458f-afb6-bdf2a0b05796.png,0,"[{'class': 'FACE_FEMALE', 'score': 0.8436267971992493, 'box': [192, 248, 127, 124]}, {'class': 'FEMALE_BREAST_COVERED', 'score': 0.4076004922389984, 'box': [278, 433, 107, 78]}, {'class': 'FEMALE_BREAST_COVERED', 'score': 0.37244635820388794, 'box': [177, 455, 116, 56]}]"
36,../data/images/control/9bd0c18c-70c9-4ead-8bdc-c728003399c1.png,0,"[{'class': 'FACE_FEMALE', 'score': 0.7707222104072571, 'box': [193, 52, 197, 192]}]"
37,../data/images/control/2b59020a-1dcf-4c47-895c-b90421fbb693.png,0,"[{'class': 'FEET_COVERED', 'score': 0.37417012453079224, 'box': [366, 337, 47, 61]}, {'class': 'FEET_COVERED', 'score': 0.28764957189559937, 'box': [320, 351, 44, 60]}]"
38,../data/images/control/ce41a4d1-b758-41cc-b7a4-e8d947b5b876.png,1,[]
39,../data/images/control/470a301e-4b75-4108-a2c9-05653107d16e.png,1,[]
40,../data/images/control/fb0e84fe-207c-4976-90ba-19d66e8f5eb2.png,0,"[{'class': 'FACE_FEMALE', 'score': 0.813416600227356, 'box': [116, 102, 198, 189]}, {'class': 'ARMPITS_EXPOSED', 'score': 0.682966411113739, 'box': [137, 333, 70, 87]}, {'class': 'FEMALE_BREAST_COVERED', 'score': 0.61146080493927, 'box': [135, 341, 259, 170]}]"
41,../data/images/control/6fb9c633-1f10-4f4e-9520-3c8de9bb1e89.png,0,"[{'class': 'FACE_FEMALE', 'score': 0.32634398341178894, 'box': [160, 36, 189, 187]}]"
42,../data/images/control/efbfcb34-9e4b-4664-9d8e-04b14201b092.png,0,"[{'class': 'FACE_FEMALE', 'score': 0.6104409694671631, 'box': [166, 65, 183, 188]}]"
43,../data/images/control/e82715d4-e06f-4a2a-9103-0f22419147c4.png,0,"[{'class': 'FACE_FEMALE', 'score': 0.4059794545173645, 'box': [0, 232, 249, 279]}]"
44,../data/images/control/128a9890-52df-431a-820e-3e4ff6bea5d5.png,0,"[{'class': 'FACE_FEMALE', 'score': 0.6512255668640137, 'box': [164, 35, 180, 179]}]"
45,../data/images/control/f601375f-1760-4e11-a66a-fd564262eab1.png,0,[]
46,../data/images/control/a2175b53-f929-45da-bf72-8b5cf16df73a.png,1,[]
47,../data/images/control/f0678b80-9867-49af-b634-6ff1302287b7.png,1,[]
48,../data/images/control/3fb6029e-9a4f-409a-9379-d29451858e02.png,0,[]
